,,Orthopedic Physical Therapy,,,,,Rash,Implant Supported Denture Fixing,,Skin Disease Treatment,,Jaw Orthopedics,Root Resection,Root Resection,,Androgenic Alopecia,Fungal Infection Treatment,,,,,,Proctoscopy,,,,,Family Planning,Athletes Foot,,,,,,,,,,,,,,,,Allergic Asthma,,Oral Cancer Exam,,Lasik,,Knee Pain,Conservative Dentistry,,Limb Lengthening,,,,Bleeding Gums Treatment,,Dental Implant(s),,,,,,,,Arthritis,,,Joint Mobilization,,,,,PRP ( PLATELET RICH PLASMA ) for Hair Thinning,,,,,,,,,,,Nearsightedness,CT Scan - Teeth (Dental Scan),Tennis Elbow,,,,,,,,
,,Udwarthanam,,,,,Blood In Stool,Ceramic Veneers / Crowns,,PRP for hair loss,,Conservative Dentistry,Toothache,Toothache,,Fungal Infection,Sun Burn Treatment,,,,,,Facial Pain,,,,,IUD Removal,Blackheads,,,,,,,,,,,,,,,,Dental Implant Restoration,,Pregnancy Hypertension (preeclampsia/ Eclampsia),,Lasik Eye Surgery,,Leg Pain,Uneven Skin Tone,,Spinal Therapy,,,,Skin Problems In Children,,Implants(fixed Teeth),,,,,,,,PRP( platelet rich plasma),,,Ayurvedic Clinics,,,,,Chronic Skin Allergy,,,,,,,,,,,Diabetes Care - Eye Exam,Invisalign Orthodontics,Muscle Strain,,,,,,,,
,,Fistula Surgery,,,,,Cold Sores,Removal Partial Denture (rpd),,Allergy Treatment,,Bleeding Gums Treatment,Tooth Extraction,Tooth Extraction,,Glycolic Peel,Hair Regrowth,,,,,,Diabetes Blood Sugar Management,,,,,Ovarian Cancer Screening,Hair Fringes,,,,,,,,,,,,,,,,Oral Appliance Therapy,,Post Pregnancy Classes,,Daytime Sleepiness,,Physical Therapy,Bleeding Gums Treatment,,Arthritis,,,,,,Dental Consultation,,,,,,,,Blackheads,,,,,,,,Fungal Infection Treatment,,,,,,,,,,,Hanging Eyelid / Ptosis,Lingual Orthodontics,Arthritis,,,,,,,,
,,Counselling And Stress Management,,,,,Wound Care,Tooth Coloured Fillings,,Whiteheads,,,Teeth Whitening,Teeth Whitening,,Fut Hair Transplant,,,,,,,Dry / Itchy Skin,,,,,Uterine / Vaginal Prolapse,PRP ( PLATELET RICH PLASMA ) for Hair Thinning,,,,,,,,,,,,,,,,Pediatric Flu,,Gynaecological Endoscopy,,Fungal Infection,,Peel,,,Muscle Strain,,,,,,Braces / Retainer Checkup,,,,,,,,Ganglion Cyst,,,,,,,,Sun Burn Treatment,,,,,,,,,,,Eye Emergency Visit,Laminates,Therapeutic Exercise,,,,,,,,
,,Personality Assessment,,,,,Vaginal Discharge / Infection,Swollen Gums,,Athletes Foot,,,Gum Disease Treatment/ Surgery,Gum Disease Treatment/ Surgery,,Under Eye,,,,,,,Pigmented Skin,,,,,Abdominal Pain,Chronic Skin Allergy,,,,,,,,,,,,,,,,Install Braces,,Normal Delivery,,Watery Eyes,,Heart Strengthening / Recovery,,,Open Reduction And Internal Fixation Surgery,,,,,,Conservative Dentistry,,,,,,,,Hair Fringes,,,,,,,,Hair Regrowth,,,,,,,,,,,Abnormal Eye Movement,Retainer Installation,Hip Pain,,,,,,,,
,,Ayurvedic Massage,,,,,Iodine Deficiency Treatment,Dentofacial Orthopedics,,Laser Depigmentation,,,Tooth Loss,Tooth Loss,,Laser Surgery,,,,,,,Dizziness,,,,,Lump(s) In Breast,Fungal Infection Treatment,,,,,,,,,,,,,,,,4 Month Well-baby Checkup,,Menstrual Disorders In Adolescent Girls,,Squint,,Swollen Gums,,,Ganglion Cyst,,,,,,Bleeding Gums Treatment,,,,,,,,Hip Pain,,,,,,,,,,,,,,,,,,,Color Vision Deficiency,Oral Cancer Exam,Painful Arc Syndrome,,,,,,,,
,,Running Nose,,,,,Abscess,Paedodontics,,PRP( platelet rich plasma),,,Implants(fixed Teeth),Jaw Orthopedics,,Skin Growths,,,,,,,Type 1 Diabetes Treatment,,,,,Thyroid Consultation,Sun Burn Treatment,,,,,,,,,,,,,,,,Cracked Tooth Repair,,Pregnant,,Flu,,Implants(fixed Teeth),,,Hip Pain,,,,,,,,,,,,,,Foot Fracture,,,,,,,,,,,,,,,,,,,Puffy Eyelids,Teeth Grinding / Bruxism,Hand And Wrist Injuries,,,,,,,,
,,Constipation Treatment,,,,,Wellness Care,Toothache,,Blackheads,,,Jaw Orthopedics,Conservative Dentistry,,ANTIAGEING SOLUTIONS,,,,,,,Throat Infection,,,,,Gynae Problems,Hair Regrowth,,,,,,,,,,,,,,,,15 Month Well-baby Checkup,,Jaw Pain,,Leg Pain,,Muscle Strain,,,Spasticity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eye Muscle Surgery,Jaw Pain,,,,,,,,,
,,Takradhara,,,,,Colon Cancer Screening,Tooth Extraction,,Hair Fringes,,,Conservative Dentistry,Bleeding Gums Treatment,,Salicyclic Peel,,,,,,,Thyroid Consultation,,,,,Endometrial Biopsy,,,,,,,,,,,,,,,,,Drug Allergy,,Retainer Installation,,Eyelid Surgery,,Tennis Elbow,,,Liposuction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry Eyes,Widely Spaced Teeth,,,,,,,,,
,,Systemic Lupus Erythematosus (sle) Treatment,,,,,Trouble Swallowing,Teeth Whitening,,PRP ( PLATELET RICH PLASMA ) for Hair Thinning,,,Bleeding Gums Treatment,,,Vitiligo,,,,,,,Diabetes Complications,,,,,Miscarriage,,,,,,,,,,,,,,,,,Adolescent Annual Check Up,,Teeth Grinding / Bruxism,,Glaucoma,,Arthritis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retinopathy,Frenectomy,,,,,,,,,
,,Treatment For High Blood Pressure (high B.p),,,,,Dizziness,Gum Disease Treatment/ Surgery,,Chronic Skin Allergy,,,,,,Dermaroller,,,,,,,Bronchiectasis Treatment,,,,,Ovarian Cancer,,,,,,,,,,,,,,,,,Dental Pain Follow Up,,Pre And Post Delivery Care,,Sore Throat,,Therapeutic Exercise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diplopia,BPS Dentures Fixing,,,,,,,,,
,,Fibromyalgia Treatment,,,,,Type 1 Diabetes Treatment,Tooth Loss,,Fungal Infection Treatment,,,,,,Skin Disease Treatment,,,,,,,Back Pain,,,,,Maternal Care/ Checkup,,,,,,,,,,,,,,,,,X-ray,,Snoring,,Nearsightedness,,Bleeding Gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eyelid inflammation,Dental Follow Up,,,,,,,,,
,,Treatment For Migraine,,,,,Abdominal Pain,Implants(fixed Teeth),,Hair Regrowth,,,,,,PRP for hair loss,,,,,,,Chemical Peel,,,,,Other Gynaecological Conditions,,,,,,,,,,,,,,,,,Frequent Urination,,Pregnant Women Counseling,,Hoarseness,,"""workers Compensation Evaluation""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retinal Vein / Artery Occlusion,Braces / Invisalign Repair or Replacement,,,,,,,,,
,,Ayurvedic Treatment,,,,,Throat Infection,Jaw Orthopedics,,,,,,,,Allergy Treatment,,,,,,,Elephantiasis,,,,,Nasyam,,,,,,,,,,,,,,,,,Ear Infection,,Laparoscopic Surgery (obs & Gyn),,Puffy Eyelids,,Inlay/onlay (pfm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astigmatism,Orthodontic Bands,,,,,,,,,
,,Treatment For Pain & Aches,,,,,Thyroid Consultation,Conservative Dentistry,,,,,,,,Whiteheads,,,,,,,Urinary Tract Infection (UTI),,,,,Female Sexual Problems,,,,,,,,,,,,,,,,,New Patient Dental Exam (adult),,Copper T Insertion,,Eye Muscle Surgery,,Ganglion Cyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swollen Gums,,,,,,,,,
,,Family Planning,,,,,Diabetes Complications,Bleeding Gums Treatment,,,,,,,,Athletes Foot,,,,,,,Pigmentation,,,,,OB-GYN Consultation,,,,,,,,,,,,,,,,,Pediatric Broken Tooth,,Pregnancy With Pcod,,Dry Eyes,,Hip Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dentofacial Orthopedics,,,,,,,,,
,,Acidity,,,,,Bronchiectasis Treatment,,,,,,,,,Blackheads,,,,,,,Diabetes Management,,,,,Pregnancy Hypertension (preeclampsia/ Eclampsia),,,,,,,,,,,,,,,,,Irritable Bowel Syndrome,,Endometriosis,,Muscle Strain,,Foot Fracture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amalgam Removal Consultation,,,,,,,,,
,,Shoulder Pain,,,,,Back Pain,,,,,,,,,Hair Fringes,,,,,,,Anaemia & Blood Disorders,,,,,Painful Sex / Dyspareunia,,,,,,,,,,,,,,,,,Fluoride Treatment,,Infertility And Pcod,,Eyelid Inflammation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toothache,,,,,,,,,
,,Asthama/COPD,,,,,Painful Sex / Dyspareunia,,,,,,,,,PRP ( PLATELET RICH PLASMA ) for Hair Thinning,,,,,,,Brown / Dark Spots,,,,,Gynaecological Endoscopy,,,,,,,,,,,,,,,,,Dental Abscess,,Menopause,,Hip Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tooth Extraction,,,,,,,,,
,,Pigmented Skin,,,,,Urinary Tract Infection (UTI),,,,,,,,,Chronic Skin Allergy,,,,,,,Annual Skin Screening,,,,,Menstrual Disorders In Adolescent Girls,,,,,,,,,,,,,,,,,Rash,,Laparoscopy Hysterectomy,,Astigmatism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teeth Whitening,,,,,,,,,
,,Coughing,,,,,Numbness And Tingling,,,,,,,,,Fungal Infection Treatment,,,,,,,Screening For Disease / Preventive Medicine,,,,,Pregnant,,,,,,,,,,,,,,,,,Pediatric Illness,,Intracytoplasmic Sperm Injection (ICSI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internal Sinus Lift,,,,,,,,,
,,Youth Counselling,,,,,Problems With Smell,,,,,,,,,Sun Burn Treatment,,,,,,,Medical Advisor,,,,,Normal Delivery,,,,,,,,,,,,,,,,,Headache Management,,Medical Termination Of Pregnancy (mtp),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dental Implant(s),,,,,,,,,
,,Weight Loss Diet Counseling,,,,,Diabetes Management,,,,,,,,,Hair Regrowth,,,,,,,Diabetes Consultation,,,,,Post Pregnancy Classes,,,,,,,,,,,,,,,,,Install Invisalign,,Teeth Whitening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cross Bite,,,,,,,,,
,,Treatment For Psoriasis & Eczema,,,,,Stomach Ulcer,,,,,,,,,,,,,,,,Fungal Infection,,,,,Vaginal Atrophy,,,,,,,,,,,,,,,,,Root Canal,,Tooth Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dental Consultation,,,,,,,,,
,,Digestion Problem,,,,,Vertigo,,,,,,,,,,,,,,,,Medicare Annual Wellness Visit,,,,,Pre And Post Delivery Care,,,,,,,,,,,,,,,,,Pediatric Development Disorder,,Toothache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaw Orthopedics,,,,,,,,,
,,Piles Surgery,,,,,Screening For Disease / Preventive Medicine,,,,,,,,,,,,,,,,Tiredness / Fatigue,,,,,Infertility Consultation,,,,,,,,,,,,,,,,,Temporo-mandibular Joint (tmj) Pain,,Internal Sinus Lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braces / Retainer Checkup,,,,,,,,,
,,Back Pain,,,,,Complete Heart And Diabetes Treatment,,,,,,,,,,,,,,,,Annual Physical,,,,,Pregnant Women Counseling,,,,,,,,,,,,,,,,,Wound Care,,Gum Lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lingual Braces,,,,,,,,,
,,Skin Infections,,,,,Medicare Annual Wellness Visit,,,,,,,,,,,,,,,,Flu,,,,,Laparoscopic Surgery (obs & Gyn),,,,,,,,,,,,,,,,,Vaginal Discharge / Infection,,New Patient Dental Exam (child),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Patient Dental Exam (Adult),,,,,,,,,
,,Gastric Disorders,,,,,Daytime Sleepiness,,,,,,,,,,,,,,,,Sugar Level Check,,,,,Copper T Insertion,,,,,,,,,,,,,,,,,Brain & Spine Tumours,,Fertilization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conservative Dentistry,,,,,,,,,
,,Female Sexual Problems,,,,,Diabetes Consultation,,,,,,,,,,,,,,,,Excessive Sweating / Hyperhidrosis,,,,,Menstrual Migraine,,,,,,,,,,,,,,,,,Periodontist Emergency,,Test Tube Baby\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\IVF|ICSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bleeding Gums Treatment,,,,,,,,,
,,Nasyam,,,,,Preventive Medicine,,,,,,,,,,,,,,,,Diabetes Counselling,,,,,Gynecology Consultation,,,,,,,,,,,,,,,,,Dental Sleep Medicine Consultation,,Partial Dentures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Anxiety Disorder Counselling,,,,,Tiredness / Fatigue,,,,,,,,,,,,,,,,Sore Throat,,,,,Endometriosis,,,,,,,,,,,,,,,,,30 Month Well-baby Checkup,,Maternal Fetal Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Urinary Tract Infection (UTI),,,,,Annual Physical,,,,,,,,,,,,,,,,Fractional Laser,,,,,Annual Physical,,,,,,,,,,,,,,,,,Abscess,,Fertility Treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gastric Trouble,,,,,Flu,,,,,,,,,,,,,,,,Allergy Treatment,,,,,LEEP Procedure (For Abnormal Pap Smear),,,,,,,,,,,,,,,,,Periodontal Treatment,,Hysteroscopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Yoga Therapy,,,,,Sugar Level Check,,,,,,,,,,,,,,,,Arthritis,,,,,OB-GYN Follow Up,,,,,,,,,,,,,,,,,Animal Allergies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Bronchial Asthma Treatment,,,,,Chronic Cough,,,,,,,,,,,,,,,,General Follow Up,,,,,Menopause,,,,,,,,,,,,,,,,,Pediatric Emergency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Patient Counselling,,,,,Voice Disorder,,,,,,,,,,,,,,,,Blood Work,,,,,Pelvic Inflammatory Disease / Endometritis,,,,,,,,,,,,,,,,,Pediatric Vaccine(s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Panchakarma,,,,,Diabetes Counselling,,,,,,,,,,,,,,,,Allergy Consultation,,,,,Medical Termination Of Pregnancy (mtp),,,,,,,,,,,,,,,,,Laser Gum Bleaching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Professional Development,,,,,Thyroid Disorder - Hypothyroidism And Hyperthyroidism,,,,,,,,,,,,,,,,Wheezing,,,,,Bladder Pain / Interstitial Cystitis,,,,,,,,,,,,,,,,,Brain Suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Treatment For Spine Problem,,,,,Sore Throat,,,,,,,,,,,,,,,,Pre-surgery Checkup / Pre-surgical Clearance,,,,,Osteoporosis Evaluation,,,,,,,,,,,,,,,,,COVID-19 RT-PCR Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sneezing,,,,,Hoarseness,,,,,,,,,,,,,,,,,,,,,Menstrual Problems,,,,,,,,,,,,,,,,,Allergic Eye Problems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Piles,,,,,Arthritis,,,,,,,,,,,,,,,,,,,,,Fertilization,,,,,,,,,,,,,,,,,Bad Breath/halitosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Treatment For Slipped Disc,,,,,General Follow Up,,,,,,,,,,,,,,,,,,,,,Urinary Urgency / Urge Incontinence,,,,,,,,,,,,,,,,,Bleeding Gums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Arthritis Management,,,,,Blood Work,,,,,,,,,,,,,,,,,,,,,Blood Work,,,,,,,,,,,,,,,,,Braces Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lower Back Pain,,,,,Light Headedness,,,,,,,,,,,,,,,,,,,,,Urine Infection,,,,,,,,,,,,,,,,,Traumatic Brain Injury (TBI) Treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Heart Conditions,,,,,Typhoid,,,,,,,,,,,,,,,,,,,,,Gynae Advice,,,,,,,,,,,,,,,,,Thyroid Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Anal Fissure Treatment (non-surgical),,,,,Allergy Consultation,,,,,,,,,,,,,,,,,,,,,Urinary Incontinence,,,,,,,,,,,,,,,,,Epilepsy Surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Leg Pain,,,,,Pre-travel Consultation,,,,,,,,,,,,,,,,,,,,,Painful Urination / Dysuria,,,,,,,,,,,,,,,,,6 Month Well-baby Checkup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TREATMENT FOR DIABETES TYPE - II & I,,,,,Acid Reflux / Heartburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Back Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Knee Pain,,,,,Pre-surgery Checkup / Pre-surgical Clearance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neuro-oncological Surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fistula Treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT Scan - Teeth (Dental Scan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ksharsutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spinal Truma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Family Problems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cosmetic Dentist Emergency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Online Counselling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retainer Installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sexual Therapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oral Cancer Exam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Cold And Cough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teeth Grinding / Bruxism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sirovasthi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Painful Sex / Dyspareunia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snehapanam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaw Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urinary Tract Infection (UTI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jiva Yoga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stomach Ulcer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Marriage/ Marital Counselling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Skin Disease Treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 Month Well-baby Checkup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Pre Marital Counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Pizhichil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVID-19 Testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Skin Hair And Nail Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVID-19 Antibody Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Hair Fringes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vertigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Urine Infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spinal Fusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Treatment For Back Ache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyelonephritis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fertility Treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Screening For Disease / Preventive Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Joint Mobilization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm-neurology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ayurvedic Clinics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 Month Well-baby Checkup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyperactive Disorder (add / Adhd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dental Follow Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicare Annual Wellness Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daytime Sleepiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stroke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stroke And Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pediatric Obesity / Weight Loss Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Month Well-baby Checkup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allergy Follow Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annual Physical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voice Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sore Throat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cystic Fibrosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dental Pain Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amalgam Removal Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hoarseness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cosmetic Dentist Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tooth Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teeth Whitening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
